employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-00847,Evelin Kask,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00577,Kärt Saar,Part-time,Service contract,Rotating,2023-01-11,,Active,Yes,2023-01-23,No,Yes,,Yes,87,4,31,SAP SuccessFactors,No,
OMN-00848,Anu Rebane,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00208,Anu Kukk,Seasonal,Permanent,Morning,2023-07-19,,Active,Yes,2023-08-22,Yes,Yes,2026-03-02,Yes,55,3,7,SAP SuccessFactors,No,
OMN-00849,Kadri Mägi,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Support Quality Specialist,Specialist,OMN-00927,Anu Saar,Full-time,Permanent,Standard office hours,2014-01-25,,Active,Yes,2014-03-07,Yes,Not required,2025-04-28,Yes,95,7,0,SAP SuccessFactors,Yes,
OMN-00850,Jaan Kask,AS Eesti Post,Estonia,Rakvere,HR & People Operations,People,Recruitment Coordinator,Specialist,OMN-01144,Siim Koppel,Full-time,Permanent,Hybrid,2015-06-18,,Active,Yes,2015-07-09,Yes,Not required,2016-08-09,Yes,60,6,15,SAP SuccessFactors,Yes,
OMN-00851,Martin Kask,AS Eesti Post,Estonia,Pärnu,Finance,Finance,Accounting Specialist,Specialist,OMN-00397,Kristjan Sepp,Full-time,Permanent,Hybrid,2017-11-28,,Active,Yes,2017-12-19,Yes,Not required,2024-06-11,Yes,93,3,8,SAP SuccessFactors,Yes,
OMN-00852,Siim Sepp,AS Eesti Post,Estonia,Narva,Customer Support,Support,Customer Support Team Lead,Lead,OMN-00791,Mihkel Tamm,Full-time,Permanent,Weekend support,2014-08-04,,Active,Yes,2014-09-02,Yes,Not required,2015-10-27,No,96,11,10,SAP SuccessFactors,Yes,
OMN-00853,Kadri Saar,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01402,Siim Ilves,Full-time,Permanent,Standard office hours,2019-04-11,,Active,Yes,2019-06-10,No,Yes,,Yes,82,10,4,SAP SuccessFactors,No,
OMN-00854,Laura Rebane,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Regional Postal Lead,Lead,OMN-00332,Maarja Kask,Full-time,Permanent,Standard office hours,2019-11-01,,Active,Yes,2019-11-18,Yes,Yes,2026-03-28,Not eligible,77,3,8,SAP SuccessFactors,Yes,
OMN-00855,Anu Ilves,AS Eesti Post,Estonia,Tallinn,International Logistics,Logistics,International Logistics Specialist,Junior,OMN-00546,Evelin Lepp,Full-time,Fixed-term,Rotating,2021-03-08,,Active,Yes,2021-04-18,Yes,Not required,2023-06-11,Yes,59,8,4,SAP SuccessFactors,Yes,
OMN-00856,Rasmus Rebane,AS Eesti Post,Estonia,Tartu,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01248,Siim Saar,Full-time,Permanent,Weekend support,2025-04-27,,Active,Yes,2025-05-03,Yes,Yes,2025-09-10,Yes,99,10,19,SAP SuccessFactors,Yes,
OMN-00857,Maarja Ilves,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01255,Evelin Tamm,Full-time,Permanent,Rotating,2026-05-18,,Active,No,,No,Yes,,Not eligible,60,4,0,SAP SuccessFactors,No,
OMN-00858,Kärt Tamm,AS Eesti Post,Estonia,Tartu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00067,Evelin Sepp,Full-time,Permanent,Standard office hours,2023-06-17,,Active,Yes,2023-07-29,Yes,Not required,2025-11-12,Yes,73,6,15,SAP SuccessFactors,Yes,
OMN-00859,Liis Sepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-00117,Tanel Koppel,Full-time,Permanent,Morning,2021-12-22,,Active,Yes,2022-02-13,Yes,No,2026-05-04,Yes,88,3,9,SAP SuccessFactors,Yes,
OMN-00860,Liis Koppel,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Operations Manager,Manager,OMN-00861,Kristjan Kask,Full-time,Permanent,Rotating,2023-12-26,,Active,Yes,2024-01-05,Yes,No,2025-08-17,No,69,0,45,SAP SuccessFactors,No,
OMN-00861,Kristjan Kask,AS Eesti Post,Estonia,Narva,International Logistics,Logistics,Department Manager,Manager,OMN-02129,Mindaugas Urbonas,Full-time,Permanent,Standard office hours,2018-10-14,,Active,Yes,2018-11-06,No,Not required,,Yes,75,5,0,SAP SuccessFactors,Yes,
OMN-00862,Jaan Sepp,AS Eesti Post,Estonia,Pärnu,HR & People Operations,People,People Operations Specialist,Specialist,OMN-00816,Liis Mägi,Full-time,Permanent,Standard office hours,2019-11-18,,Active,Yes,2019-11-22,Yes,Not required,2026-03-29,Yes,84,4,0,SAP SuccessFactors,Yes,
OMN-00863,Mihkel Mägi,AS Eesti Post,Estonia,Tartu,HR & People Operations,People,Recruitment Coordinator,Specialist,OMN-00816,Liis Mägi,Full-time,Permanent,Standard office hours,2026-01-27,,Active,Yes,2026-02-24,Yes,Not required,2026-05-25,No,71,6,11,SAP SuccessFactors,Yes,
OMN-00864,Rasmus Sepp,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Department Manager,Manager,OMN-01734,Anu Tamm,Seasonal,Permanent,Rotating,2022-11-06,,Active,Yes,2022-12-16,Yes,Yes,2025-01-24,Yes,73,7,4,SAP SuccessFactors,No,
OMN-00865,Rasmus Mägi,AS Eesti Post,Estonia,Pärnu,Sales & Partnerships,Commercial,Sales Specialist,Junior,OMN-00139,Kristjan Kask,Full-time,Permanent,Standard office hours,2021-01-12,,Active,Yes,2021-03-10,Yes,Not required,2024-11-19,No,69,2,0,SAP SuccessFactors,No,
OMN-00866,Anu Tamm,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00496,Laura Mägi,Full-time,Fixed-term,Rotating,2019-02-04,,Active,Yes,2019-03-24,Yes,Yes,2026-05-10,Yes,70,1,43,SAP SuccessFactors,No,
OMN-00867,Kärt Sepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-00620,Kadri Kask,Full-time,Permanent,Evening,2020-09-13,,Active,Yes,2020-11-05,Yes,Yes,2025-07-30,Yes,74,4,8,SAP SuccessFactors,Yes,
OMN-00868,Jaan Ilves,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00546,Evelin Lepp,Full-time,Permanent,Weekend support,2021-08-16,,Active,Yes,2021-08-31,No,Not required,,No,55,1,10,SAP SuccessFactors,Yes,
OMN-00869,Triin Rebane,AS Eesti Post,Estonia,Narva,Customer Support,Support,Customer Support Agent,Junior,OMN-01476,Siim Kukk,Full-time,Permanent,Rotating,2016-12-07,,Active,Yes,2016-12-31,Yes,Not required,2023-09-14,Yes,57,13,9,SAP SuccessFactors,Yes,
OMN-00870,Liis Mägi,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Senior Sorting Operator,Senior,,,Seasonal,Permanent,Night,2018-01-23,2024-05-16,Exited,Yes,2018-01-30,Yes,Yes,2022-06-09,Yes,71,3,14,SAP SuccessFactors,No,Missing manager
OMN-00871,Kadri Koppel,AS Eesti Post,Estonia,Rakvere,Legal & Compliance,Legal & Compliance,Legal Assistant,Specialist,OMN-01385,Kadri Tamm,Full-time,Permanent,Standard office hours,2022-09-16,2025-12-24,Exited,Yes,2022-10-24,Yes,Not required,2023-06-04,Yes,90,0,0,SAP SuccessFactors,No,
OMN-00872,Jaan Sepp,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Customer Support Agent,Junior,OMN-01115,Kärt Kask,Part-time,Permanent,Standard office hours,2023-03-01,,Active,Yes,2023-03-14,Yes,Not required,2023-06-18,Yes,84,1,15,SAP SuccessFactors,Yes,
OMN-00873,Jaan Koppel,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-00711,Rasmus Kask,Full-time,Permanent,Standard office hours,2021-11-10,2024-05-10,Exited,Yes,2021-12-31,Yes,Yes,2023-03-01,Yes,77,7,0,SAP SuccessFactors,No,
OMN-00874,Evelin Kukk,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-00530,Tanel Rebane,Full-time,Permanent,Morning,2020-05-25,,Active,Yes,2020-06-06,Yes,No,2025-05-31,Yes,85,1,0,SAP SuccessFactors,No,
OMN-00875,Martin Mägi,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-01626,Kärt Koppel,Full-time,Fixed-term,Night,2017-09-24,,Active,Yes,2017-10-27,Yes,Yes,2021-09-11,No,57,4,15,SAP SuccessFactors,No,
OMN-00876,Mihkel Kask,AS Eesti Post,Estonia,Pärnu,Data & Automation,Data & Automation,Senior Automation Specialist,Senior,OMN-01785,Maarja Lepp,Seasonal,Service contract,Standard office hours,2014-09-29,,Active,Yes,2014-10-19,,Not required,2019-11-21,Yes,73,11,9,SAP SuccessFactors,Yes,Missing training status
OMN-00877,Laura Saar,AS Eesti Post,Estonia,Tallinn,IT & Product,Technology,Senior Product Specialist,Senior,OMN-00828,Rasmus Saar,Full-time,Permanent,Standard office hours,2022-11-21,,Active,Yes,2022-12-11,No,Not required,,Yes,77,3,16,SAP SuccessFactors,No,
OMN-00878,Jaan Lepp,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-00577,Kärt Saar,Part-time,Permanent,Night,2018-11-17,,Active,Yes,2018-12-10,No,Yes,,Yes,63,0,11,SAP SuccessFactors,No,
OMN-00879,Rasmus Lepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-01734,Anu Tamm,Full-time,Fixed-term,Rotating,2023-07-19,2025-12-28,Exited,Yes,2023-08-21,Yes,No,2024-04-16,No,82,2,9,SAP SuccessFactors,No,
OMN-00880,Mihkel Rebane,AS Eesti Post,Estonia,Rakvere,International Logistics,Logistics,Senior Customs Support Specialist,Senior,OMN-00546,Evelin Lepp,Full-time,Permanent,Rotating,2019-09-01,,Active,Yes,2019-10-07,Yes,Not required,2022-04-22,Yes,63,15,4,SAP SuccessFactors,Yes,
OMN-00881,Triin Lepp,AS Eesti Post,Estonia,Tartu,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00189,Maarja Koppel,Contractor,Permanent,Rotating,2018-09-18,2026-03-07,Exited,Yes,2018-09-28,Yes,Yes,2018-11-18,Yes,,10,9,SAP SuccessFactors,No,
OMN-00882,Laura Lepp,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00147,Kristjan Koppel,Full-time,Permanent,Rotating,2024-10-14,,Active,Yes,2024-10-20,Yes,Yes,2025-06-11,No,74,0,1,SAP SuccessFactors,Yes,
OMN-00883,Kärt Rebane,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00791,Mihkel Tamm,Full-time,Permanent,Rotating,2026-05-06,,Active,Yes,2026-05-11,No,Yes,,Not eligible,,2,0,SAP SuccessFactors,No,
OMN-00884,Siim Mägi,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Customer Support Team Lead,Lead,OMN-00860,Liis Koppel,Full-time,Permanent,Standard office hours,2021-05-22,2025-05-29,Exited,Yes,2021-07-21,Yes,Not required,2025-02-18,Yes,58,9,8,SAP SuccessFactors,Yes,
OMN-00885,Mihkel Saar,AS Eesti Post,Estonia,Tallinn,HR & People Operations,People,Junior HR Specialist,Junior,OMN-00816,Liis Mägi,Full-time,Permanent,Hybrid,2019-01-16,2024-04-20,Exited,Yes,2019-03-09,Yes,Not required,2025-12-23,Yes,,0,15,SAP SuccessFactors,Yes,
OMN-00886,Kärt Koppel,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00118,Kadri Mägi,Full-time,Permanent,Evening,2017-02-27,,Active,Yes,2017-03-16,Yes,Yes,2023-03-19,Yes,94,0,13,SAP SuccessFactors,No,
OMN-00887,Tanel Tamm,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-00191,Laura Koppel,Full-time,Permanent,Rotating,2022-04-28,,Active,Yes,2022-06-08,No,Yes,,Yes,,7,12,SAP SuccessFactors,No,
OMN-00888,Rasmus Koppel,AS Eesti Post,Estonia,Rakvere,Legal & Compliance,Legal & Compliance,Data Protection Coordinator,Specialist,OMN-01301,Siim Rebane,Full-time,Permanent,Hybrid,2018-03-11,,Active,Yes,2018-04-19,No,Not required,,Yes,58,4,0,SAP SuccessFactors,No,
OMN-00889,Jaan Mägi,AS Eesti Post,Estonia,Narva,Legal & Compliance,Legal & Compliance,Compliance Specialist,,OMN-00253,Evelin Mägi,Full-time,Permanent,Hybrid,2016-01-10,,Active,Yes,2016-02-25,Yes,Not required,2024-12-18,No,71,9,14,SAP SuccessFactors,No,Missing job level
OMN-00890,Liis Lepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00577,Kärt Saar,Full-time,Permanent,Rotating,2024-09-16,,Active,Yes,2024-11-04,No,Yes,,Yes,60,5,7,SAP SuccessFactors,No,
OMN-00891,Kadri Koppel,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Post Office Clerk,Specialist,OMN-00318,Jaan Lepp,Full-time,Permanent,Rotating,2016-11-01,,Active,Yes,2016-12-20,Yes,Yes,2017-05-23,Yes,99,7,3,SAP SuccessFactors,No,
OMN-00892,Kärt Ilves,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00131,Kadri Lepp,Contractor,Permanent,Rotating,2017-12-26,,Active,Yes,2018-01-29,Yes,Yes,2023-10-26,Yes,87,6,47,SAP SuccessFactors,No,
OMN-00893,Kristjan Rebane,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-00463,Martin Mägi,Full-time,Permanent,Rotating,2026-03-01,2026-05-17,Exited,Yes,2026-03-07,No,Yes,,Yes,,0,0,SAP SuccessFactors,No,
OMN-00894,Liis Rebane,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01734,Anu Tamm,Full-time,Permanent,Rotating,2015-10-25,,Active,Yes,2015-11-05,Yes,Yes,2018-01-19,Yes,81,0,6,SAP SuccessFactors,Yes,
OMN-00895,Triin Koppel,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Senior Universal Postal Service Coordinator,Senior,OMN-00350,Martin Sepp,Full-time,Permanent,Rotating,2021-01-02,,Active,Yes,2021-02-11,Yes,Yes,2024-02-13,Yes,80,0,16,SAP SuccessFactors,No,
OMN-00896,Rasmus Koppel,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00210,Kristjan Kask,Part-time,Permanent,Rotating,2017-03-03,2021-06-20,Exited,Yes,2017-03-08,Yes,Yes,2018-11-22,Yes,93,0,37,SAP SuccessFactors,Yes,
OMN-00897,Jaan Mägi,AS Eesti Post,Estonia,Pärnu,Sales & Partnerships,Commercial,Sales Specialist,Junior,OMN-01006,Anu Rebane,Part-time,Permanent,Remote-friendly,2025-10-02,,Active,Yes,2025-11-29,Yes,Not required,2026-02-18,Not eligible,81,0,11,SAP SuccessFactors,No,
OMN-00898,Triin Koppel,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Customer Support Agent,Junior,OMN-01674,Laura Saar,Full-time,Permanent,Rotating,2025-04-16,,Active,Yes,2025-05-29,No,Not required,,Not eligible,62,0,6,SAP SuccessFactors,Yes,
OMN-00899,Anu Kukk,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-01373,Maarja Kask,Full-time,Permanent,Evening,2024-01-27,,Active,Yes,2024-03-08,Yes,Yes,2024-03-01,Yes,74,7,35,SAP SuccessFactors,No,
OMN-00900,Triin Kask,AS Eesti Post,Estonia,Tallinn,Customer Support,Support,Support Quality Specialist,Specialist,OMN-01476,Siim Kukk,Full-time,Service contract,Standard office hours,2016-03-27,2021-12-13,Exited,No,,Yes,Not required,2019-12-02,No,82,3,5,SAP SuccessFactors,Yes,
OMN-00901,Anu Lepp,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00808,Mihkel Tamm,Full-time,Permanent,Standard office hours,2022-04-27,2021-12-09,Exited,Yes,2022-05-28,Yes,Yes,2024-01-29,No,76,4,5,SAP SuccessFactors,Yes,Hire date after exit date
OMN-00902,Tanel Saar,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-01423,Laura Tamm,Full-time,Permanent,Rotating,2021-07-25,,Active,No,,Yes,Yes,2023-01-07,Yes,75,7,24,SAP SuccessFactors,No,
OMN-00903,Siim Sepp,AS Eesti Post,Estonia,Tartu,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,,,Full-time,Permanent,Rotating,2024-05-26,,Active,Yes,2024-07-10,Yes,No,2024-08-01,Yes,72,9,5,SAP SuccessFactors,No,Missing manager
OMN-00904,Kristjan Tamm,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Junior,OMN-01007,Evelin Mägi,Seasonal,Fixed-term,Standard office hours,2020-03-22,,Active,Yes,2020-05-12,Yes,Not required,2023-05-30,Yes,94,2,5,SAP SuccessFactors,Yes,
OMN-00905,Triin Sepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00098,Siim Koppel,Full-time,Permanent,Evening,2026-03-27,,Active,Yes,2026-04-03,Yes,Yes,2026-03-31,Not eligible,85,0,12,SAP SuccessFactors,No,
OMN-00906,Kristjan Koppel,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-00496,Laura Mägi,Full-time,Permanent,Night,2022-09-05,,Active,Yes,2022-10-21,Yes,Yes,2023-05-19,No,96,6,54,SAP SuccessFactors,No,
OMN-00907,Maarja Rebane,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Department Manager,Manager,OMN-00481,Tanel Mägi,Full-time,Fixed-term,Standard office hours,2025-01-03,,Active,Yes,2025-01-06,Yes,Yes,2025-03-18,Yes,74,3,25,SAP SuccessFactors,No,
OMN-00908,Maarja Sepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Specialist,,,Full-time,Permanent,Morning,2017-05-09,,Active,Yes,2017-06-22,Yes,Yes,2022-01-30,No,69,10,23,SAP SuccessFactors,No,Missing manager
OMN-00909,Liis Saar,AS Eesti Post,Estonia,Tallinn,HR & People Operations,People,HR Specialist,Specialist,OMN-00816,Liis Mägi,Full-time,Fixed-term,Hybrid,2015-12-26,,Active,Yes,2016-01-19,No,Not required,,Not eligible,83,0,22,SAP SuccessFactors,Yes,
OMN-00910,Tanel Lepp,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-01477,Jaan Saar,Full-time,Permanent,Standard office hours,2018-03-05,,Active,Yes,2018-03-23,Yes,No,2022-11-15,Yes,,5,5,SAP SuccessFactors,No,
OMN-00911,Jaan Tamm,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00864,Rasmus Sepp,Full-time,Permanent,Standard office hours,2016-10-29,,Active,Yes,2016-11-12,Yes,Yes,2018-12-12,Yes,60,0,0,SAP SuccessFactors,No,
OMN-00912,Laura Lepp,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-00118,Kadri Mägi,Full-time,Permanent,Evening,2024-12-18,,Active,Yes,2025-01-13,Yes,Yes,2025-11-23,Yes,91,7,6,SAP SuccessFactors,No,
OMN-00913,Anu Koppel,AS Eesti Post,Estonia,Tallinn,Legal & Compliance,Legal & Compliance,Compliance Specialist,Junior,OMN-01385,Kadri Tamm,Full-time,Service contract,Standard office hours,2025-08-04,,Active,Yes,2025-09-27,Yes,Not required,2026-06-09,No,78,2,5,SAP SuccessFactors,No,
OMN-00914,Kärt Kukk,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00496,Laura Mägi,Full-time,Service contract,Morning,2020-12-22,,Active,Yes,2021-01-05,Yes,Yes,2024-01-24,Yes,62,0,0,SAP SuccessFactors,No,
OMN-00915,Kristjan Mägi,AS Eesti Post,Estonia,Pärnu,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-01100,Evelin Saar,Full-time,Permanent,Standard office hours,2020-04-02,,Active,Yes,2020-05-01,Yes,Yes,2024-04-15,Yes,98,6,8,SAP SuccessFactors,No,
OMN-00916,Maarja Mägi,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01173,Siim Mägi,Full-time,Permanent,Evening,2017-05-07,,Active,Yes,2017-05-25,Yes,Yes,2021-07-12,No,62,0,21,SAP SuccessFactors,No,
OMN-00917,Evelin Tamm,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00131,Kadri Lepp,Full-time,Service contract,Evening,2021-09-22,,Active,Yes,2021-11-03,Yes,Yes,2024-09-26,Yes,97,6,23,SAP SuccessFactors,No,
OMN-00918,Jaan Mägi,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Senior Warehouse Specialist,Senior,OMN-00496,Laura Mägi,Full-time,Service contract,Night,2022-06-25,,Active,Yes,2022-06-29,Yes,No,2023-12-16,Yes,88,4,15,SAP SuccessFactors,No,
OMN-00919,Anu Ilves,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01626,Kärt Koppel,Full-time,Permanent,Evening,2014-04-25,,Active,Yes,2014-05-27,Yes,Yes,2015-03-23,Yes,63,8,32,SAP SuccessFactors,No,
OMN-00920,Kadri Mägi,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01391,Evelin Tamm,Full-time,Permanent,Rotating,2020-09-27,,Active,Yes,2020-10-14,Yes,Yes,2025-05-31,Yes,92,0,35,SAP SuccessFactors,Yes,
OMN-00921,Kristjan Mägi,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-00874,Evelin Kukk,Part-time,Permanent,Rotating,2017-04-18,,Active,Yes,2017-05-11,,Yes,,Yes,97,0,20,SAP SuccessFactors,No,Missing training status
OMN-00922,Kristjan Lepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00368,Maarja Rebane,Full-time,Permanent,Rotating,2023-02-21,,Active,Yes,2023-03-12,Yes,Yes,2024-05-17,Yes,69,8,3,SAP SuccessFactors,No,
OMN-00923,Evelin Tamm,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01123,Siim Tamm,Full-time,Permanent,Morning,2022-03-07,,Active,Yes,2022-03-15,Yes,Yes,2026-02-20,No,87,3,22,SAP SuccessFactors,No,
OMN-00924,Triin Lepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-00346,Mihkel Ilves,Part-time,Permanent,Rotating,2020-01-10,,Active,Yes,2020-03-10,No,Yes,,No,66,2,32,SAP SuccessFactors,No,
OMN-00925,Triin Lepp,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Senior Shift Coordinator,Senior,OMN-01376,Maarja Mägi,Part-time,Permanent,Rotating,2025-04-11,,Active,,2025-04-15,Yes,Yes,2026-01-10,Yes,,0,51,SAP SuccessFactors,No,Onboarding status missing
OMN-00926,Kadri Rebane,AS Eesti Post,Estonia,Tartu,Finance,Finance,Pricing Specialist,Specialist,OMN-00530,Tanel Rebane,Seasonal,Permanent,Standard office hours,2017-03-14,,Active,Yes,2017-05-10,Yes,Not required,2019-11-20,Yes,71,6,13,SAP SuccessFactors,Yes,
OMN-00927,Anu Saar,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Department Manager,Manager,OMN-00481,Tanel Mägi,Full-time,Permanent,Standard office hours,2020-05-31,,Active,Yes,2020-06-13,Yes,Not required,2025-01-26,No,74,6,4,SAP SuccessFactors,Yes,
OMN-00928,Evelin Ilves,AS Eesti Post,Estonia,Tartu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-01475,Maarja Mägi,Contractor,Fixed-term,Standard office hours,2019-01-26,,Active,Yes,2019-03-01,Yes,Not required,2025-01-08,No,63,5,6,SAP SuccessFactors,Yes,
OMN-00929,Tanel Sepp,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Support Quality Specialist,Specialist,OMN-01115,Kärt Kask,Seasonal,Permanent,Rotating,2018-09-10,,Active,Yes,2018-11-03,No,Not required,,Yes,97,0,0,SAP SuccessFactors,Yes,
OMN-00930,Siim Tamm,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01140,Maarja Rebane,Full-time,Permanent,Morning,2025-11-12,,Active,Yes,2025-12-12,Yes,Yes,2026-02-22,Yes,66,2,23,SAP SuccessFactors,No,
